UserID,NumOfTransactionsToFriends,NumOfTransactionsToFriendsOfFriends,NumOfTransactionsToPeopleOutsideFourthDegree,NumOfTransactionsFromFriends,NumOfTransactionsFromFriendsOfFriends,NumOfTransactionsFromPeopleOutsideFourthDegree
147	22	9	0	27	40	1
148	20	17	2	0	18	0
149	23	17	0	364	125	0
150	17	12	2	9	36	0
151	11	11	0	361	311	0
152	17	17	0	31	40	1
153	12	12	0	185	100	0
154	23	12	1	0	11	0
155	19	14	0	64	88	0
156	23	13	2	0	2	1
157	23	14	0	412	196	0
158	24	12	0	98	32	0
159	27	11	0	20	18	1
160	28	14	0	93	78	0
161	30	15	1	8	1	1
162	19	7	0	124	17	0
163	19	14	2	83	39	0
164	16	10	0	12	20	0
165	16	8	0	112	35	1
166	22	12	0	78	79	0
167	24	15	0	43	37	0
168	19	13	1	80	18	0
169	23	12	1	17	20	1
170	16	11	0	7	9	0
171	29	7	0	452	137	0
172	15	9	0	296	114	0
173	17	10	0	138	39	0
174	26	11	1	26	21	0
175	28	10	0	1178	243	0
176	16	10	0	85	46	1
177	24	18	0	333	135	0
178	11	12	2	84	22	0
179	32	13	1	61	15	0
180	14	8	0	145	32	0
181	26	12	0	6	6	3
182	12	18	0	57	39	0
183	18	13	1	1	16	0
184	24	7	0	117	176	0
185	22	17	0	305	247	0
186	23	7	1	139	134	0
187	21	12	0	2	16	0
188	20	14	0	0	6	1
189	27	15	0	369	150	0
190	20	14	0	357	120	0
191	28	14	0	51	38	0
192	14	13	0	396	334	0
193	26	13	0	61	69	0
194	24	12	1	17	35	0
195	16	13	0	66	49	0
196	22	13	2	0	2	2
197	19	17	2	0	0	1
198	16	10	0	179	171	0
199	23	14	0	0	3	1
200	20	11	0	81	28	1
201	23	13	0	29	40	0
202	14	21	0	16	64	0
203	21	11	2	2	12	0
204	20	15	1	0	10	0
205	24	15	0	402	279	0
206	17	13	0	588	207	0
207	26	11	0	33	53	0
208	17	7	0	11	23	2
209	16	14	0	163	80	0
210	25	12	2	28	14	0
211	16	13	0	119	101	0
212	17	8	1	1	3	0
213	21	8	0	51	46	0
214	21	12	1	30	61	1
215	14	18	0	85	111	0
216	22	10	0	1247	220	0
217	17	15	0	1268	596	0
218	17	15	0	8	12	0
219	17	10	0	34	10	2
220	27	14	1	485	311	0
221	17	17	0	116	126	0
222	18	20	0	75	122	0
223	22	11	1	12	10	2
224	17	15	0	18	12	0
225	26	14	0	5764	1075	0
226	28	25	1	29	6	1
227	12	8	0	94	50	0
228	25	14	0	29	21	0
229	19	13	1	0	2	3
230	19	10	0	8	18	1
231	17	12	0	49	35	2
232	15	11	1	0	5	0
233	24	11	0	0	6	5
234	19	12	0	25	15	0
235	26	10	2	24	5	0
236	15	8	0	2	7	1
237	20	12	1	0	4	2
238	20	13	1	0	2	1
239	21	15	1	317	196	0
240	17	14	1	0	5	0
241	14	9	2	12	2	3
242	19	6	0	7	8	3
243	23	10	0	416	127	0
244	18	13	0	110	155	0
245	23	16	0	12	9	0
246	19	14	0	33	39	0
247	13	20	1	30	3	1
248	23	15	0	7	7	0
249	25	14	2	1	5	0
250	22	13	3	0	3	1
251	17	18	0	254	215	0
252	21	13	2	0	6	1
253	24	10	1	15	37	0
254	24	10	2	0	4	1
255	26	10	0	42	43	0
256	25	15	3	0	3	4
257	19	12	3	9	9	0
258	26	17	1	0	6	1
259	14	13	2	1	4	1
260	21	13	0	41	27	2
261	15	13	1	0	1	2
262	16	15	0	6	29	0
263	19	11	0	469	259	0
264	9	12	2	0	4	2
265	26	10	0	187	163	1
266	17	13	0	8	32	0
267	20	7	1	290	97	0
268	13	15	3	0	3	0
269	22	6	0	8	16	0
270	20	11	0	48	17	0
271	19	12	3	1	6	4
272	15	13	1	320	162	0
273	18	11	1	0	3	5
274	11	9	0	155	36	0
275	24	11	0	1	7	0
276	10	16	1	0	4	1
277	14	13	1	0	10	1
278	14	9	0	0	7	0
279	26	7	0	0	4	1
280	7	5	1	10	1	2
281	17	10	0	518	128	0
282	17	10	0	270	78	1
283	25	12	1	144	234	0
284	14	15	0	485	268	0
285	18	14	1	9	5	0
286	18	10	2	24	4	2
287	13	14	2	0	7	1
288	12	11	2	0	4	0
289	13	13	1	0	2	4
290	20	20	0	248	168	0
291	19	11	0	11	6	0
292	31	14	0	14	24	1
293	18	13	1	0	7	5
294	29	9	0	17	36	1
295	23	12	0	17	16	0
296	20	17	3	0	5	0
297	28	5	2	0	3	1
298	23	14	0	10	25	1
299	18	10	2	0	3	2
300	19	8	0	15	6	0
301	25	9	0	24	20	1
302	12	17	1	8	25	0
303	15	15	0	13	33	0
304	15	7	5	0	2	1
305	4	6	1	26	5	1
306	28	10	2	0	6	1
307	20	11	1	0	2	3
308	18	14	0	71	24	0
309	18	7	0	111	49	1
310	27	12	0	6	18	1
311	24	14	2	27	7	1
312	22	11	2	0	3	2
313	21	15	0	84	38	0
314	35	9	1	4	7	0
315	19	7	1	0	5	0
316	14	8	0	6	27	1
317	13	10	2	0	5	0
318	21	18	0	481	147	0
319	20	9	0	0	4	2
320	15	15	0	102	168	0
321	20	10	0	2	13	0
322	18	6	1	0	4	1
323	16	4	1	5	19	0
324	23	14	0	95	82	0
325	20	9	3	0	4	0
326	14	9	1	1	20	0
327	21	16	0	8	23	0
328	23	11	1	0	6	0
329	20	5	2	6	9	0
330	18	14	1	0	3	1
331	14	15	0	345	104	0
332	15	12	0	120	68	0
333	20	15	3	0	4	4
334	18	9	0	6	21	0
335	13	8	0	0	9	0
336	23	9	0	0	12	2
337	22	17	0	180	233	0
338	13	14	0	216	74	0
339	15	18	0	26	12	2
340	18	16	0	349	96	0
341	15	10	0	24	5	3
342	22	14	1	0	4	2
343	20	13	0	45	63	0
344	26	12	1	74	46	0
345	20	8	2	43	24	2
346	19	8	2	21	4	4
347	24	12	0	104	47	0
348	24	12	0	0	4	1
349	19	15	1	579	169	0
350	11	6	0	8	12	0
351	22	9	0	71	70	1
352	19	16	0	11	17	2
353	19	7	1	0	10	0
354	14	15	0	469	47	0
355	12	19	2	8	3	0
356	18	16	0	348	93	0
357	16	15	2	8	7	1
358	13	12	0	0	3	0
359	23	9	0	34	33	1
360	9	15	0	16	25	1
361	12	9	0	96	180	0
362	19	5	0	23	38	0
363	14	15	0	23	18	0
364	20	7	0	181	119	0
365	16	9	0	15	8	0
366	16	14	0	196	40	0
367	19	17	1	1	15	1
368	14	12	0	173	196	0
369	18	14	2	0	5	1
370	19	11	3	0	2	0
371	11	16	1	30	40	0
372	15	15	0	1	6	1
373	19	16	0	5	8	2
374	24	19	0	238	178	0
375	15	6	1	0	14	0
376	16	15	0	430	154	0
377	14	9	0	7777	1008	0
378	14	9	0	0	4	4
379	10	2	0	44	45	1
380	13	10	1	0	5	1
381	23	14	0	847	502	0
382	13	10	1	2	14	0
383	35	7	1	0	9	2
384	17	14	1	0	10	3
385	16	8	0	0	5	0
386	20	11	1	20	8	0
387	16	8	2	0	6	1
388	22	12	0	2	11	0
389	17	16	0	164	60	1
390	18	16	1	3	3	0
391	22	10	0	3	6	1
392	18	14	0	49	27	0
393	15	6	0	0	6	0
394	25	14	0	7006	1630	0
395	21	14	0	49	73	0
396	17	9	1	30	46	2
397	28	11	0	686	272	0
398	20	7	0	498	147	0
399	16	18	1	73	112	1
400	19	11	0	890	406	0
401	24	16	0	47	76	0
402	23	14	1	47	24	0
403	13	15	0	825	525	0
404	22	14	0	1	25	0
405	21	10	0	179	86	0
406	14	14	1	171	166	0
407	20	12	0	3	25	1
408	12	9	0	606	282	0
409	19	12	0	0	5	1
410	22	15	0	17	14	1
411	17	10	1	1	18	1
412	14	13	1	3	6	0
413	17	13	0	157	116	0
414	22	3	0	60	16	0
415	22	7	0	6	5	1
416	22	5	0	656	318	0
417	16	15	0	8	16	0
418	20	10	0	1	7	1
419	15	12	1	24	14	0
420	17	16	0	0	8	0
421	14	13	0	60	13	1
422	11	8	1	2	22	0
423	25	6	0	0	1	0
424	11	19	0	7	19	0
425	19	9	0	23	20	1
426	25	8	0	5	20	0
427	14	11	0	196	73	0
428	24	10	0	7	27	0
429	13	13	0	8	22	1
430	22	20	0	33	42	0
431	23	11	1	0	5	0
432	15	17	2	0	6	0
433	22	5	0	4	17	0
434	17	12	1	318	169	0
435	26	12	0	0	8	0
436	17	14	0	11	11	0
437	19	15	0	19	37	1
438	15	13	0	20	14	0
439	16	15	0	0	6	2
440	11	13	0	14	51	0
441	18	6	0	100	85	0
442	24	10	0	65	51	0
443	15	14	3	0	10	0
444	13	5	0	3	28	0
445	23	8	2	0	3	0
446	17	9	1	86	20	0
447	19	15	0	96	111	0
448	15	12	0	59	48	1
449	15	8	0	42	37	0
450	13	9	1	38	46	1
451	23	12	0	0	4	1
452	19	9	1	5	19	0
453	16	6	1	30	39	0
454	18	10	0	68	63	0
455	22	9	1	19	4	0
456	19	16	0	1	24	0
457	19	8	0	19	13	2
458	18	16	1	25	51	0
459	23	10	0	21	13	0
460	17	10	1	17	15	0
461	25	16	0	167	95	0
462	19	14	0	41	76	0
463	29	16	1	0	12	1
464	23	11	0	127	63	1
465	10	8	0	3	6	0
466	16	16	2	0	8	0
467	17	14	0	4	33	0
468	28	8	1	54	39	0
469	15	9	0	0	14	0
470	20	9	0	17	12	2
471	17	8	1	5	13	0
472	15	13	0	81	41	1
473	18	10	0	0	8	0
474	17	5	2	99	20	0
475	19	10	0	91	57	0
476	20	17	0	5	27	0
477	26	15	0	160	61	0
478	12	9	1	18	5	1
479	13	10	0	4	35	2
480	27	13	0	71	96	0
481	13	9	0	53	12	1
482	18	12	0	43	24	0
483	11	13	0	7	19	1
484	14	12	0	1	15	1
485	22	19	1	3	4	0
486	15	9	0	8	15	1
487	14	11	0	78	48	1
488	24	20	0	74	45	0
489	18	12	0	2	23	2
490	16	18	1	2	15	0
491	18	13	0	0	6	0
492	21	13	0	65	22	0
493	16	16	0	0	8	0
494	20	9	0	0	15	0
495	25	9	1	1	4	2
496	27	14	1	61	28	0
497	17	10	0	4	8	0
498	24	14	0	1940	395	0
499	22	19	3	0	5	1
500	9	5	0	56	47	0
501	31	12	0	17	21	0
502	23	10	0	43	70	0
503	15	12	2	13	22	0
504	22	14	0	2	15	0
505	24	11	0	39	42	0
506	22	14	1	52	26	1
507	14	11	0	0	11	0
508	19	9	0	21	23	0
509	22	11	0	66	42	1
510	25	10	0	343	264	0
511	16	6	0	1	10	2
512	15	17	0	0	6	1
513	18	17	0	40	50	0
514	17	14	0	16	22	0
515	18	19	0	17	7	0
516	21	10	0	178	59	0
517	13	15	0	108	71	0
518	14	15	0	2	10	0
519	23	9	0	37	13	2
520	21	9	0	7	12	1
521	16	12	0	3	23	0
522	20	10	0	36	48	0
523	20	12	0	294	156	1
524	20	15	0	0	17	0
525	23	7	0	32	13	0
526	21	13	1	21	53	0
527	16	14	0	255	159	0
528	16	10	0	13	28	1
529	23	9	0	6	15	1
530	16	13	3	8	8	1
531	20	21	2	20	30	1
532	11	13	0	47	72	0
533	13	11	0	2	11	0
534	17	10	0	32	49	0
535	14	8	2	0	11	1
536	12	14	0	1	9	1
537	15	10	0	0	12	0
538	23	10	0	5	25	0
539	25	19	0	192	139	0
540	16	17	0	171	129	0
541	16	7	1	0	7	1
542	19	8	1	0	4	2
543	14	11	0	14	12	0
544	12	17	0	114	38	0
545	21	20	0	32	51	0
546	12	12	0	1282	303	0
547	16	12	1	20	5	1
548	17	11	0	21	15	0
549	17	9	0	62	55	0
550	18	12	1	69	69	0
551	18	11	1	35	14	0
552	16	14	1	163	112	0
553	21	15	0	36	10	0
554	13	12	1	41	19	0
555	20	9	0	2	21	0
556	14	9	1	35	41	0
557	14	8	0	125	104	0
558	15	12	1	37	19	0
559	19	12	0	145	117	0
560	17	9	2	54	20	1
561	23	16	0	11	25	0
562	21	10	0	39	21	0
563	27	11	0	69	30	0
564	18	16	1	27	31	1
565	17	16	0	256	266	0
566	21	8	1	13	19	0
567	23	11	1	8	18	1
568	16	12	0	11	19	1
569	19	10	0	24	26	0
570	19	14	0	0	2	2
571	23	7	0	15	37	0
572	20	14	0	10	36	0
573	9	16	0	20	5	0
574	22	10	0	74	62	0
575	26	13	0	88	34	0
576	24	15	0	30	22	1
577	15	9	0	80	93	0
578	14	9	2	20	10	0
579	17	15	0	11	21	0
580	14	14	0	71	23	0
581	23	9	0	33	34	0
582	22	12	0	3	11	0
583	27	8	0	72	64	0
584	23	15	1	3	20	1
585	20	16	1	157	89	0
586	12	15	0	1	6	0
587	16	16	0	33	53	0
588	26	15	0	0	17	0
589	22	6	0	4	4	0
590	18	9	0	32	9	0
591	21	6	1	27	50	0
592	20	9	0	1	17	0
593	23	7	0	106	71	0
594	21	8	0	0	10	0
595	18	12	0	369	386	0
596	21	14	0	16	27	0
597	22	12	0	12	41	0
598	23	15	0	23	24	0
599	27	15	0	289	197	0
600	12	16	0	46	31	0
601	16	12	0	0	12	2
602	17	7	0	671	253	0
603	16	8	0	15	11	0
604	20	9	0	4	21	0
605	11	11	0	28	21	3
606	16	11	0	6	17	0
607	21	9	0	2	12	0
608	25	8	0	3	19	0
609	21	12	0	10	18	0
610	16	11	1	23	2	1
611	17	11	0	15	23	0
612	23	14	2	17	8	0
613	25	11	0	0	4	1
614	22	16	0	2	23	0
615	21	12	0	58	15	0
616	13	9	0	26	31	1
617	23	16	0	2	9	0
618	23	17	1	21	9	2
619	19	9	0	44	29	0
620	19	15	0	33	21	0
621	19	13	0	18	23	0
622	15	8	0	4	14	2
623	18	7	0	12	15	0
624	12	8	1	69	12	0
625	18	11	0	119	82	0
626	17	11	1	9	13	1
627	15	20	0	51	56	0
628	22	13	1	2	5	1
629	21	11	0	456	156	0
630	19	10	0	42	39	1
631	18	15	0	248	121	0
632	13	12	0	44	84	0
633	22	12	0	0	9	1
634	25	15	0	0	6	1
635	14	10	0	6	34	0
636	17	12	0	26	10	0
637	15	16	0	161	106	0
638	18	12	0	118	39	0
639	21	6	0	18	57	0
640	20	11	0	28	4	0
641	19	10	0	1	10	2
642	21	8	0	15	57	0
643	19	12	0	25	40	0
644	24	5	1	6	14	0
645	19	13	0	35	79	0
646	17	10	0	9	30	0
647	17	14	0	38	59	1
648	24	14	0	2	10	1
649	15	18	0	18	39	0
650	27	11	1	17	13	2
651	17	11	0	58	36	0
652	18	7	1	3	22	1
653	15	6	0	27	13	1
654	19	9	2	14	3	1
655	16	14	0	3	12	0
656	28	15	0	153	84	0
657	20	11	2	5	17	0
658	19	13	0	11	25	0
659	27	11	1	16	18	0
660	21	8	0	76	62	0
661	21	4	0	22	17	1
662	18	10	0	222	129	0
663	15	13	0	147	45	0
664	22	14	0	3	33	1
665	20	11	0	2	14	0
666	13	14	0	23	32	1
667	25	11	1	0	5	2
668	21	8	0	5	9	0
669	15	7	1	154	57	0
670	17	9	0	0	11	0
671	29	15	0	301	148	0
672	22	8	0	17	37	0
673	18	8	0	10	26	0
674	19	13	0	10	7	0
675	22	8	0	3	20	0
676	22	10	0	85	35	0
677	19	13	0	372	141	0
678	20	19	1	16	22	0
679	14	13	0	0	6	0
680	18	7	0	0	3	2
681	21	9	0	76	36	0
682	17	12	0	24	29	1
683	26	16	1	11	20	0
684	14	11	2	0	5	0
685	15	5	0	141	48	0
686	17	9	0	35	16	0
687	13	16	0	2	7	2
688	20	11	0	5	25	0
689	18	12	1	2	5	1
690	18	21	1	3	6	0
691	26	13	0	95	27	0
692	11	9	0	0	11	2
693	17	13	2	0	8	2
694	19	15	0	44	32	0
695	21	13	0	57	22	0
696	18	21	0	155	103	1
697	13	14	0	2	12	1
698	20	14	0	9	17	0
699	25	8	0	372	127	0
700	18	14	1	5	38	0
701	22	8	0	5	22	1
702	12	14	2	1	17	2
703	24	7	0	66	30	2
704	19	15	1	0	6	1
705	18	15	0	113	90	0
706	22	21	0	47	21	1
707	17	22	0	34	32	0
708	14	10	1	0	7	0
709	13	7	1	3	12	0
710	25	17	0	542	177	0
711	10	17	0	0	11	0
712	16	15	0	43	17	0
713	25	19	1	32	5	0
714	13	8	2	1	8	0
715	17	9	0	103	84	0
716	15	8	0	0	7	0
717	17	19	0	17	22	1
718	17	15	0	2	28	1
719	16	18	0	99	55	0
720	20	7	0	75	54	0
721	15	9	0	1	12	0
722	17	6	1	12	20	0
723	14	11	1	1	9	0
724	17	16	0	75	80	1
725	15	9	0	351	124	0
726	26	14	0	29	21	1
727	19	6	1	7	9	0
728	20	12	0	2	23	0
729	13	15	0	184	80	0
730	23	8	0	122	38	1
731	22	14	1	12	38	0
732	13	12	1	41	50	0
733	22	9	0	65	62	0
734	17	16	0	298	53	0
735	19	9	0	1	27	1
736	15	11	0	0	8	1
737	23	15	0	544	138	1
738	21	9	0	21	38	0
739	12	13	1	14	30	0
740	19	10	0	60	38	0
741	20	9	0	34	36	0
742	11	13	1	6	30	0
743	15	13	2	0	8	1
744	18	14	0	55	38	0
745	19	9	0	4	57	0
746	25	7	1	0	7	0
747	22	14	0	82	61	0
748	25	8	0	4	9	2
749	21	8	0	0	5	1
750	19	10	0	211	74	0
751	19	14	0	20	21	1
752	19	9	0	0	7	1
753	15	3	0	0	20	0
754	17	10	1	0	8	0
755	20	9	1	9	22	0
756	15	7	0	6	9	0
757	19	8	1	17	4	1
758	21	13	2	6	15	0
759	12	14	0	0	11	0
760	12	12	0	4	16	1
761	19	10	1	0	5	1
762	18	8	1	45	20	0
763	19	15	0	0	12	1
764	24	16	0	13	14	0
765	11	14	1	75	86	0
766	13	11	0	103	36	0
767	20	12	1	0	9	0
768	18	9	0	14	14	0
769	14	9	0	79	73	0
770	18	16	0	1	6	0
771	26	11	0	0	8	0
772	26	15	0	149	111	0
773	22	14	0	50	27	1
774	17	12	0	60	35	1
775	25	10	0	5	15	0
776	19	12	0	35	40	0
777	17	14	1	16	10	1
778	23	9	0	93	46	0
779	26	12	0	428	118	0
780	15	11	0	33	17	1
781	16	14	4	0	6	0
782	26	15	0	1	15	1
783	21	11	0	228	72	0
784	20	9	2	0	5	0
785	24	14	0	7	6	1
786	21	13	0	84	33	0
787	21	18	0	0	16	0
788	15	8	1	67	23	0
789	21	11	0	7	30	0
790	19	12	0	53	25	0
791	17	10	0	1	10	0
792	17	15	0	0	5	0
793	19	11	0	172	119	0
794	27	16	0	126	107	0
795	16	8	1	2	25	0
796	18	11	0	427	229	0
797	15	13	1	15	29	0
798	21	8	0	60	35	0
799	21	10	0	332	171	0
800	23	12	1	2	14	0
801	13	15	0	22	18	0
802	16	5	1	77	32	0
803	18	15	0	8	15	0
804	21	21	0	61	60	0
805	26	17	0	0	4	0
806	15	10	0	3	10	0
807	20	7	0	78	54	0
808	22	8	0	4	50	1
809	22	16	1	328	131	0
810	16	12	0	131	108	0
811	20	8	2	43	16	1
812	28	5	0	221	70	1
813	11	14	1	1	10	0
814	22	14	0	78	82	0
815	24	15	1	96	76	0
816	21	11	0	16	21	2
817	21	12	0	1	6	1
818	22	13	0	424	124	0
819	16	12	1	0	4	0
820	12	10	1	32	40	0
821	29	14	0	66	31	0
822	19	11	0	188	81	0
823	31	17	0	14	25	0
824	12	10	1	18	21	0
825	23	12	0	47	48	1
826	25	6	1	595	112	0
827	17	14	0	26	20	0
828	15	17	1	60	41	0
829	21	12	0	104	90	0
830	24	9	1	0	4	2
831	18	9	0	3	26	0
832	16	8	1	3	9	0
833	12	19	1	56	46	0
834	22	14	0	11	7	0
835	16	19	0	869	249	0
836	18	10	0	11	23	0
837	24	12	0	81	83	0
838	13	12	0	55	69	0
839	26	6	1	0	9	1
840	18	11	0	49	68	1
841	18	7	0	0	20	2
842	26	12	1	47	35	1
843	18	7	0	7	30	0
844	23	19	0	255	92	0
845	30	13	1	15	26	0
846	19	18	0	22	30	0
847	19	11	1	0	9	1
848	16	7	0	108	40	1
849	16	11	1	88	48	1
850	18	14	0	619	96	0
851	22	19	0	31	27	0
852	21	8	0	1	9	0
853	24	10	0	8	16	0
854	14	12	0	3	31	0
855	14	17	0	177	79	0
856	21	6	0	0	7	0
857	14	10	1	0	7	1
858	15	9	1	297	133	0
859	17	13	0	0	13	0
860	17	13	0	0	6	0
861	13	10	0	103	89	0
862	21	12	0	1	14	0
863	20	9	1	19	13	0
864	19	17	1	28	15	0
865	24	10	0	20	6	1
866	17	17	0	104	60	0
867	12	9	0	0	5	0
868	24	10	1	72	32	0
869	14	14	0	7	14	0
870	19	13	0	57	35	0
871	22	15	0	470	399	0
872	18	10	1	0	14	1
873	14	9	0	17	34	0
874	12	12	0	15	53	0
875	16	15	1	37	33	0
876	16	14	1	14	33	0
877	23	9	0	0	12	0
878	26	9	0	73	64	0
879	17	13	0	3	15	1
880	20	10	1	29	19	2
881	11	15	0	1	18	0
882	23	9	0	22	28	0
883	14	11	0	198	182	0
884	19	13	1	82	41	0
885	15	17	0	4	12	0
886	21	7	0	41	50	0
887	15	14	1	2	7	1
888	19	16	0	26	24	0
889	21	11	0	15	33	0
890	16	10	0	113	101	0
891	24	10	0	22	43	0
892	25	12	0	11	7	0
893	16	10	0	3	23	0
894	14	11	2	25	8	0
895	23	9	3	0	9	0
896	14	13	0	10	21	0
897	13	12	0	54	38	0
898	24	16	0	16	41	0
899	20	8	4	43	11	0
900	32	16	0	78	28	0
901	14	10	0	1	10	2
902	20	15	0	2	15	0
903	19	11	1	60	44	0
904	12	11	1	82	72	0
905	20	17	1	1	6	1
906	23	20	0	19	20	1
907	18	9	1	31	4	0
908	12	15	0	2	3	0
909	23	8	0	58	45	0
910	21	12	0	0	15	0
911	15	9	0	0	11	0
912	12	11	0	1	23	1
913	14	9	0	62	68	0
914	30	12	1	2	19	0
915	17	16	0	6	12	1
916	15	17	1	1	19	0
917	16	8	1	0	6	2
918	14	17	0	283	163	0
919	16	12	0	53	37	1
920	27	9	1	0	6	0
921	19	18	0	122	46	0
922	29	8	0	10	22	1
923	31	13	0	13	23	1
924	24	9	1	0	9	0
925	17	15	0	19	29	0
926	21	12	0	6	33	0
927	24	8	1	4	23	0
928	10	15	0	15	14	0
929	14	13	0	8	24	0
930	17	13	0	59	38	0
931	15	17	1	11	39	0
932	17	10	1	80	104	0
933	22	12	0	13	21	0
934	14	8	2	0	3	0
935	11	13	0	14	19	0
936	19	12	2	241	51	0
937	25	16	0	18	34	0
938	16	14	0	26	58	2
939	12	14	1	146	35	1
940	15	14	0	7	30	0
941	15	11	0	259	54	0
942	25	14	2	0	5	0
943	19	7	0	48	35	0
944	10	11	0	54	34	0
945	14	17	0	24	10	1
946	25	9	0	59	35	0
947	21	14	0	125	131	0
948	27	9	0	5	12	0
949	15	10	0	20	19	0
950	30	9	0	9	19	0
951	22	15	0	43	71	1
952	24	12	0	16	7	0
953	26	15	0	5	18	1
954	21	17	0	217	128	0
955	20	6	1	49	98	0
956	20	13	1	2	19	1
957	19	12	0	5	3	0
958	24	18	0	1	31	1
959	16	14	0	72	86	0
960	19	17	0	8	18	0
961	14	12	2	0	11	0
962	16	6	0	10	12	0
963	24	15	0	150	94	0
964	19	14	0	1	16	1
965	19	16	0	0	5	0
966	19	17	0	0	9	0
967	16	10	0	0	18	0
968	16	12	0	10	3	1
969	15	8	0	34	28	0
970	22	11	1	190	81	2
971	19	13	0	14	36	0
972	25	12	0	24	30	0
973	20	20	0	1	20	0
974	17	11	0	0	2	1
975	16	7	0	30	27	0
976	23	9	0	1	5	0
977	17	10	1	0	9	1
978	18	15	0	73	46	0
979	22	5	1	0	12	1
980	16	11	0	1	12	0
